haveit,pubDate,title,link,description
0,1465960380000,Terça no Trânsito #17,http://arthurpetry.com/podcastgen/?name=2016-06-14_terca_no_transito17.mp3,"
0,Petry fala comer doce, treinar de noite e conversa sobre mídia com um amigo."
0,1466213453000,17 06 2016,http://arthurpetry.com/podcastgen/?name=2016-06-17_17_06_2016.mp3,"Petry fala sobre sexo, se xingar na internet e atualiza a história da porta"
0,1466734440000,Terça no Trânsito #18,http://arthurpetry.com/podcastgen/?name=2016-06-23_terca_no_transito18.mp3,"Petry fala sobre muçulmanos, jornalistas e ser cantado por travestis."
0,1467164520000,Terça no Trânsito #19,http://arthurpetry.com/podcastgen/?name=2016-06-28_terca_no_transito19.mp3,"Petry reclama do podcast, fala sobre Marcos Piangers e responsabilidade financeira"
0,1470159540000,Terça no Trânsito #20,http://arthurpetry.com/podcastgen/?name=2016-08-02_terca_no_transito_20.mp3,"Petry fala sobre não gravar o podcast, postar foto no instagram e parar pra ver acidente na estrada"
0,1471060020000,12 08 2016,http://arthurpetry.com/podcastgen/?name=2016-08-12_12_08_2016.mp3,Petry fala sobre fazer ressonância magnética e lê e-mails de ouvintes.
1,1471826220000,Entrevista #3 - Antes e Depois da Federal,http://arthurpetry.com/podcastgen/?name=2016-08-21_entrevista_3_-_antes_e_depois_da_federal.mp3,"Petry conversa com o criador do perfil no twitter ""Antes e Depois da Federal"""
0,1471987680000,Terça no Trânsito #21,http://arthurpetry.com/podcastgen/?name=2016-08-23_terca_no_transito_21.mp3,"Petry fala sobre a Olimpíada, defende o Neymar e atualiza a história das costas."
0,1472609340000,Terça no Trânsito #22,http://arthurpetry.com/podcastgen/?name=2016-08-30_terca_no_transito_22.mp3,"Petry fala sobre o gravador dar pau, assassinato em Porto Alegre e sua demissão."
0,1472836980000,02 09 2016,http://arthurpetry.com/podcastgen/?name=2016-09-02_02_09_2016.mp3,"Petry fala sobre estar no top 20 do iTunes, termina a história da sua demissão e fala sobre ser assediado no banheiro."
0,1473209040000,Terça no Trânsito #23,http://arthurpetry.com/podcastgen/?name=2016-09-06_terca_no_transito_23.mp3,"Petry fala sobre escrever, salvar a vida por causa do farol baixo e doar roupas para um mendigo. "
0,1473452040000,09 09 2016,http://arthurpetry.com/podcastgen/?name=2016-09-09_09_09_2016.mp3,"Petry conta a história da traição dos amigos, fala sobre piadas terem ""função social"" e lê e-mails de ouvintes."
0,1473650700000,Entrevista #4 - Wilton Santana,http://arthurpetry.com/podcastgen/?name=2016-09-11_entrevista_4_-_wilton_santana.mp3,"Petry conversa com um ouvinte brasileiro que mora no Japão, é formado em audiovisual e trabalha em uma empresa de games."
0,1474636080000,23 09 2016,http://arthurpetry.com/podcastgen/?name=2016-09-23_23_09_2016.mp3,"Petry fala sobre dar pro Leo Stronda, ser deficiente e mães solteiras"
0,1475260980000,30 09 2016,http://arthurpetry.com/podcastgen/?name=2016-09-30_30_09_2016.mp3,"Petry fala sobre esquecer a chave, eleição e Donald Trump. Mais: leitura de e-emails."
0,1475460660000,Entrevista #5 - Rodrigo de Campos,http://arthurpetry.com/podcastgen/?name=2016-10-02_entrevista_5_-_rodrigo_de_c_os.mp3,"Petry conversa com um ouvinte brasileiro que mora em Hamburgo, na Alemanha, e é administrador de sistemas. Eles falam sobre sair do Brasil, viver na Inglaterra e na Alemanha, trabalho, depressão, obesidade e libertarianismo."
0,1475863800000,07 10 2016,http://arthurpetry.com/podcastgen/?name=2016-10-07_07_10_2016.mp3,"Petry fala sobre futebol feminino na Libertadores, transar com uma estuprada e cópias."
0,1476473340000,14 10 2016,http://arthurpetry.com/podcastgen/?name=2016-10-14_14_10_2016.mp3,"Petry fala sobre beber cerveja em dia de semana, a importância da eleição de Donald Trump para nós, burros e ignorantes, e lê e-mails."
0,1477078800000,21 10 2016,http://arthurpetry.com/podcastgen/?name=2016-10-21_21_10_2016.mp3,Petry fala sobre o fim do seu relacionamento durante duas horas e trinta minutos.
0,1477426080000,Entrevista #6 - Tiago Cavalcanti Melo,http://arthurpetry.com/podcastgen/?name=2016-10-25_entrevista_6_-_flavio_tavares.mp3,"Petry conversa com seu amigo de escola, Tiago Cavalcanti Melo, sobre a morte de sua mãe. Ela foi diagnosticada, em 2013, com câncer no estômago e faleceu um ano depois."
0,1477676880000,28 10 2016,http://arthurpetry.com/podcastgen/?name=2016-10-28_28_10_2016.mp3,"Petry atualiza a história do fim do relacionamento, fala sobre Black Mirror e ""Machistômetro"""
0,1478279280000,04 11 2016,http://arthurpetry.com/podcastgen/?name=2016-11-04_04_11_2016.mp3,"Petry fala sobre a eleição de terça, No Wanks e lê e-mails."
0,1478447820000,Saco Cheio Especial Eleição Americana 2016,http://arthurpetry.com/podcastgen/?name=2016-11-06_saco_cheio_especial_eleicao_americana_2016.mp3,"ATENÇÃO: ESSE PODCAST É FEITO POR UM COMPLETO IMBECIL.
0,O episódio é dividido em quatro blocos. Na primeira parte, falo sobre a importância cultural do ""fenômeno Trump"". No segundo bloco, comparo e explico as polêmicas que foram manipuladas pela mídia mundial. No terceiro, tento explicar de forma burra e ignorante algumas das propostas políticas do Donald Trump. Por fim, respondo perguntas enviadas na página do podcast."
0,1478884740000,11 11 2016,http://arthurpetry.com/podcastgen/?name=2016-11-11_11_11_2016.mp3,"Petry fala sobre a vitória do Trump, ser ameaçado na faculdade de JORNALIXO e dar match no Tinder com amiga da ex-namorada."
1,1479483780000,18 11 2016,http://arthurpetry.com/podcastgen/?name=2016-11-18_18_11_2016.mp3,"Petry fala sobre usar regatinha de bater em mulher, PEC, privilégio masculino e lê e-mails."
0,1480086660000,25 11 2016,http://arthurpetry.com/podcastgen/?name=2016-11-25_25_11_2016.mp3,"Petry fala sobre chupar buceta, usar camisa do PT e promiscuidade."
0,1480695360000,02 12 2016,http://arthurpetry.com/podcastgen/?name=2016-12-02_02_12_2016.mp3,"Petry fala sobre a tragédia com a Chapecoense, a importância da tristeza e a relação humana com a morte."
0,1481303040000,09 12 2016,http://arthurpetry.com/podcastgen/?name=2016-12-09_09_12_2016.mp3,"Petry fala sobre montar uma cadeira, nutricionista e ejacular dormindo."
0,1481901540000,16 12 2016,http://arthurpetry.com/podcastgen/?name=2016-12-16_16_12_2016.mp3,"Petry fala sobre feministas e a empresa Allezia, espancar ouvintes burros, tristeza, felicidade e suicídio. "
0,1482506460000,23 12 2016,http://arthurpetry.com/podcastgen/?name=2016-12-23_23_12_2016.mp3,"Petry fala sobre clube Saco Cheio, Vin Diesel e ligar para o Pânico quando era criança."
0,1483294501000,31 12 2016,http://arthurpetry.com/podcastgen/?name=2016-12-31_31_12_2016.mp3,Petry fala sobre não faço a menor ideia porque esse é o podcast de ano novo e eu estou embriagado. 
0,1483712820000,06 01 2017,http://arthurpetry.com/podcastgen/?name=2017-01-06_06_01_2017.mp3,"Petry fala sobre acordar com um pombo na janela, proibir masturbação e chacina no ano novo."
0,1484314020000,13 01 2017,http://arthurpetry.com/podcastgen/?name=2017-01-13_13_01_2017.mp3,"Petry fala sobre o pau do Léo Stronda, lê notícias e esposa fã de Justin Bieber"
0,1484919960000,20 01 2017,http://arthurpetry.com/podcastgen/?name=2017-01-20_20_01_2017.mp3,"Petry fala sobre ""pobre macaca"", como terminar um relacionamento e mulher morrer por ser mulher."
0,1485527940000,27 01 2017,http://arthurpetry.com/podcastgen/?name=2017-01-27_27_01_2017.mp3,Não aguento mais escrever descrição.
0,1485635280000,Sábado Especial #3,http://arthurpetry.com/podcastgen/?name=2017-01-28_sabado_especial_3.mp3,Sábado especial.
0,1486065780000,03 02 2017,http://arthurpetry.com/podcastgen/?name=2017-02-02_03_02_2017.mp3,Petry fala sobre absolutamente nada porque ele não aguenta mais.
0,1486250880000,Birlcast #1,http://arthurpetry.com/podcastgen/?name=2017-02-04_saco_cheio_fitness_1.mp3,Petry e Tiago Carvalho falam sobre a experiência de acordar às 5:30 para treinar às 6:30.
0,1486769580000,10 02 2017,http://arthurpetry.com/podcastgen/?name=2017-02-10_10_02_2017.mp3,"Ai cara sabe, que desânimo. "
1,1487338500000,17 02 2017,http://arthurpetry.com/podcastgen/?name=2017-02-17_17_02_2017.mp3,não tem descrição 
1,1487944860000,24 02 2017,http://arthurpetry.com/podcastgen/?name=2017-02-23_24_02_2017.mp3,vazio enorme
1,1488553800000,03 03 2017,http://arthurpetry.com/podcastgen/?name=2017-03-03_podcast.mp3,Podcastzito de férias
1,1488628920000,04 03 2017,http://arthurpetry.com/podcastgen/?name=2017-03-04_2017-03-04_podcast.mp3,Pior podcast da história
1,1489146780000,10 03 2017,http://arthurpetry.com/podcastgen/?name=2017-03-10_10_03_2017.mp3,"Nesse episódio você vai encontrar: machismo, racismo e homofobia."
1,1489581780000,Birlcast #2,http://arthurpetry.com/podcastgen/?name=2017-03-15_birlcast2.mp3,Petry e Tiago Carvalho falam sobre os planos da nova ordem mundial para emascular os homens do ocidente via comidas industrializadas.
1,1489767480000,17 03 2017,http://arthurpetry.com/podcastgen/?name=2017-03-17_17_03_2017.mp3,Nesse podcast você vai descobrir que toda feminista quer dar pra um eleitor do Bolsonaro.
1,1490365020000,24 03 2017,http://arthurpetry.com/podcastgen/?name=2017-03-24_24_03_2017.mp3,Não tem descrição bicho. Ouve aí e vê os assuntos Ô MERDA.
1,1490728980000,Entrevista #7 - Maurício Meirelles,http://arthurpetry.com/podcastgen/?name=2017-03-28_entrevista_7_-_mauricio_meirelles.mp3,Petry conversa com o comediante Maurício Meirelles.
0,1490970480000,31 03 2017,http://arthurpetry.com/podcastgen/?name=2017-03-31_31_03_2017.mp3,Ouve aí e não enche o meu saco.
1,1491577200000,07 04 2017,http://arthurpetry.com/podcastgen/?name=2017-04-07_07_04_2017.mp3,Nesse podcast você vai descobrir que matemática e estupro não existem e que mulheres são culpadas de tudo.
1,1492179720000,14 04 2017,http://arthurpetry.com/podcastgen/?name=2017-04-14_14_04_2017.mp3,Não tem nada que você espera aqui. Pode se retirar.
1,1492289700000,Birlcast #3,http://arthurpetry.com/podcastgen/?name=2017-04-15_birlcast_3.mp3,Petry e Tiago Carvalho falam sobre dieta flexível e comer obesas.
1,1492728300000,21 04 2017,http://arthurpetry.com/podcastgen/?name=2017-04-20_21_04_2017.mp3,Esse episódio é um oferecimento do curso QUEM QUER SER UM YOUTUBER DO INMOVIMENTO.
1,1493208180000,Entrevista #8 - Caio Bottura,http://arthurpetry.com/podcastgen/?name=2017-04-26_entrevista_8_-_caio_bottura.mp3,Petry conversa com o fisiculturista natural Caio Bottura.
1,1493384040000,28 04 2017,http://arthurpetry.com/podcastgen/?name=2017-04-28_28_04_2017.mp3,Ouve aí e deu
0,1493918100000,05 05 2017,http://arthurpetry.com/podcastgen/?name=2017-05-04_05_05_2017.mp3,O podcast mais esperado do ano.
1,1494572400000,12 05 2017,http://arthurpetry.com/podcastgen/?name=2017-05-11_12_05_2017.mp3,Não sei qual é a descrição cara
1,1495177200000,19 05 2017,http://arthurpetry.com/podcastgen/?name=2017-05-18_19_05_2017.mp3,Eu não sirvo pra fazer isso pqp
0,1495286880000,Entrevista #9 - Luca Mendes,http://arthurpetry.com/podcastgen/?name=2017-05-20_entrevista_9_-_luca_mendes.mp3,Petry conversa com o comediante Luca Mendes.
1,1495695600000,26 05 2017,http://arthurpetry.com/podcastgen/?name=2017-05-25_26_05_2017.mp3,Petry é um BOSTA que faz um podcast pior que o outro.
1,1496405760000,02 06 2017,http://arthurpetry.com/podcastgen/?name=2017-06-02_02_06_2017.mp3,Cada dia mais perdido nesse negócio :')
0,1496970960000,09 06 2017,http://arthurpetry.com/podcastgen/?name=2017-06-08_09_06_2017.mp3,Sem criatividade pra me autodenegrir em mais uma descrição 
0,1497632700000,16 06 2017,http://arthurpetry.com/podcastgen/?name=2017-06-16_16_06_2017.mp3,Petry perdeu uma hora e meia gravando o pior podcast da história
0,1498177800000,23 06 2017,http://arthurpetry.com/podcastgen/?name=2017-06-22_23_06_2017.mp3,Essa é a descrição
0,1498868040000,30 06 2017,http://arthurpetry.com/podcastgen/?name=2017-06-30_30_06_2017.mp3,Podcast depois do show em Curitiba
0,1499382300000,07 07 2017,http://arthurpetry.com/podcastgen/?name=2017-07-06_07_07_2017mp3.mp3,Ouve até o final seu pau no CU
0,1499696340000,Episódio especial em Chapecó,http://arthurpetry.com/podcastgen/?name=2017-07-10_podcast_em_chapeco.mp3,Enlouquecendo no quarto do hotel 
0,1499998920000,14 07 2017,http://arthurpetry.com/podcastgen/?name=2017-07-13_14_07_2017.mp3,Não aguento mais escrever descrição
0,1500511080000,21 07 2017,http://arthurpetry.com/podcastgen/?name=2017-07-19_21_07_2017.mp3,FECHADO COM O GUTO FERREIRA
0,1500836220000,Birlcast #4,http://arthurpetry.com/podcastgen/?name=2017-07-23_birlcast_4.mp3,Arthur Petry e Tiago Carvalho falam sobre QUALQUER COISA
1,1501259305000,28 07 2017,http://arthurpetry.com/podcastgen/?name=2017-07-28_28_07_2017.mp3,Arthur Petry
0,1501781280000,04 08 2017,http://arthurpetry.com/podcastgen/?name=2017-08-03_04_08_2017.mp3,"Olha cara eu ACHO que esse ficou bom, ouve aí"
0,1502404680000,11 08 2017,http://arthurpetry.com/podcastgen/?name=2017-08-10_11_08_2017.mp3,NESSE EPISÓDIO VOCÊ VAI FICAR POR DENTRO DE TODAS AS DICAS PARA MANDAR SUPER BEM NO MARKETING DA SUA EMPRESA ;)
0,1502996040000,18 08 2017,http://arthurpetry.com/podcastgen/?name=2017-08-17_18_08_2017.mp3,Nem sei o que eu falei aí
1,1503619860000,25 08 2017,http://arthurpetry.com/podcastgen/?name=2017-08-24_25_08_2017.mp3,Minha opinião sobre o NAZISMO
1,1504284883000,01 09 2017,http://arthurpetry.com/podcastgen/?name=2017-09-01_01_09_2017.mp3,Arthur Petry
1,1504747680000,07 09 2017,http://arthurpetry.com/podcastgen/?name=2017-09-06_07_09_2017.mp3,surpresaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
1,1505434980000,15 09 2017,http://arthurpetry.com/podcastgen/?name=2017-09-14_15_09_2017.mp3,"Olha CARA eu não sei o que eu falei aí, PORTANTO não há descrição ;))) FODAM-SE"
1,1505663760000,Podcast no quarto do hotel em Santa Cruz com Maurício Meirelles,http://arthurpetry.com/podcastgen/?name=2017-09-17_17_09_2017.mp3,Aeeee
1,1506036240000,22 09 2017,http://arthurpetry.com/podcastgen/?name=2017-09-21_22_09_2017.mp3,Petry está de saco cheíssimo de tudo e cogitando desistir de tudo 
1,1506637980000,29 09 2017,http://arthurpetry.com/podcastgen/?name=2017-09-28_29_09_2017.mp3,Possivelmente o último podcast porque estou prestes a desistir de TUDO
1,1507305300000,06 10 2017,http://arthurpetry.com/podcastgen/?name=2017-10-06_06_10_2017.mp3,Ouve aí cara
1,1507912260000,13 10 2017,http://arthurpetry.com/podcastgen/?name=2017-10-13_13_10_2017.mp3,Qual é a solução para os problemas sociais do mundo? Las Vegas.
0,1508446500000,20 10 2017,http://arthurpetry.com/podcastgen/?name=2017-10-19_20_10_2017.mp3,"Os caras simplesmente alteram o horário do NADA, destroem a vida de quem acorda cedo e o GADO revoltadinho com Aécio Neves."
0,1509118140000,27 10 2017,http://arthurpetry.com/podcastgen/?name=2017-10-27_27_10_2017.mp3,REVOLUÇÃO RUSSA E GLORY HOLE
1,1509722520000,03 11 2017,http://arthurpetry.com/podcastgen/?name=2017-11-03_03_11_2017.mp3,Fátima Bernardes
0,1510261980000,10 11 2017,http://arthurpetry.com/podcastgen/?name=2017-11-09_10_11_2017.mp3,CHAMPIONS LIGAY
1,1510870020000,17 11 2017,http://arthurpetry.com/podcastgen/?name=2017-11-16_17_11_2017.mp3,TETA DE BALÃO
0,1511538120000,24 11 2017,http://arthurpetry.com/podcastgen/?name=2017-11-24_24_11_2017.mp3,eae
0,1512144353000,01 12 2017,http://arthurpetry.com/podcastgen/?name=2017-12-01_01_12_2017.mp3,Arthur Petry
1,1512687960000,08 12 2017,http://arthurpetry.com/podcastgen/?name=2017-12-07_08_12_2017.mp3,mais um podcast aí
0,1513293360000,15 12 2017,http://arthurpetry.com/podcastgen/?name=2017-12-14_15_12_2017.mp3,não tem descrição
0,1513948560000,22 12 2017,http://arthurpetry.com/podcastgen/?name=2017-12-22_22_12_2017.mp3,Rabo da Anitta
1,1514499360000,29 12 2017,http://arthurpetry.com/podcastgen/?name=2017-12-28_29_12_2017.mp3,último podcast de 2017 bichos :')
0,1515171240000,05 01 2018,http://arthurpetry.com/podcastgen/?name=2018-01-05_05_01_2018.mp3,primeiro podcast de 2018 aí
0,1515707340000,12 01 2018,http://arthurpetry.com/podcastgen/?name=2018-01-11_12_01_2018.mp3,PRA QUE TU QUER DESCRIÇÃO Ô BOSTA
1,1516375320000,19 01 2018,http://arthurpetry.com/podcastgen/?name=2018-01-19_19_01_2018.mp3,=D
0,1516974660000,26 01 2018,http://arthurpetry.com/podcastgen/?name=2018-01-26_26_01_2018.mp3,NINGUÉM QUER SABER A TUA OPINIÃO SOBRE A CONDENAÇÃO DO LULA BICHO
1,1517588640000,02 02 2018,http://arthurpetry.com/podcastgen/?name=2018-02-02_02_02_2018.mp3,cara sei lá
0,1518355260000,10 02 2018,http://arthurpetry.com/podcastgen/?name=2018-02-11_10_02_2018.mp3,esse podcast foi ao vivo no youtube
0,1518796680000,16 02 2018,http://arthurpetry.com/podcastgen/?name=2018-02-16_16_02_2018.mp3,isso era o que eu tinha pra dizer nesse dia
0,1519407120000,23 02 2018,http://arthurpetry.com/podcastgen/?name=2018-02-23_23_02_2018.mp3,coisa chata
0,1519818480000,Terça na Cama #1,http://arthurpetry.com/podcastgen/?name=2018-02-28_terca_na_cama_1.mp3,PODCAST CURTINHO PRA DIVULGAR UM SHOW
0,1520011740000,02 03 2018,http://arthurpetry.com/podcastgen/?name=2018-03-02_02_03_2018.mp3,puta dor de ouvido
0,1520550480000,08 03 2018,http://arthurpetry.com/podcastgen/?name=2018-03-08_08_03_2018.mp3,FELIZ DIA DAS COLHERES
0,1521215580000,16 03 2018,http://arthurpetry.com/podcastgen/?name=2018-03-16_16_03_2018.mp3,pa pa pa pa pa pa pa 
1,1521823620000,23 03 2018,http://arthurpetry.com/podcastgen/?name=2018-03-23_23_03_2018.mp3,o final valeu a pena
0,1522442640000,30 03 2018,http://arthurpetry.com/podcastgen/?name=2018-03-30_30_03_2018.mp3,tá aí
0,1523030880000,06 04 2018,http://arthurpetry.com/podcastgen/?name=2018-04-06_06_04_2018.mp3,desânimo completo
1,1523636160000,13 04 2018,http://arthurpetry.com/podcastgen/?name=2018-04-13_13_04_2018.mp3,eae
0,1524499440000,23 04 2018,http://arthurpetry.com/podcastgen/?name=2018-04-23_23_04_2018.mp3,não sei a descrição 
1,1524846420000,27 04 2018,http://arthurpetry.com/podcastgen/?name=2018-04-27_27_04_2018.mp3,esse ficou bom no final tem uma surpresa
0,1525450260000,04 05 2018,http://arthurpetry.com/podcastgen/?name=2018-05-04_04_05_2018.mp3,NO FINAL TEM UMA SURPRESA
0,1526173740000,11 05 2018,http://arthurpetry.com/podcastgen/?name=2018-05-12_11_05_2018.mp3,Petry fala sobre insônia e como aterrorizar a família de um trabalhador 
0,1526833800000,18 05 2018,http://arthurpetry.com/podcastgen/?name=2018-05-20_18_05_2018.mp3,Petry passa 30 minutos reclamando da NET e desejando a morte de grandes empresários. Depois lê e-mails da forma mais irritada possível e encerra o programa de forma abrupta. 
1,1527293100000,25 05 2018,http://arthurpetry.com/podcastgen/?name=2018-05-25_25_05_2018.mp3,PETRY FALA SOBRE COMO RESISTIR AO RODRIGO HILBERT PELADO SENTADO DE PERNA ABERTA NO TEU SOFÁ COM A ROLA DURA QUANDO TU CHEGAR EM CASA DO TRABALHO
0,1527871140000,01 06 2018,http://arthurpetry.com/podcastgen/?name=2018-06-01_01_06_2018.mp3,PETRY TORCE PARA QUE ACONTEÇA RACIONAMENTO DE COMIDA NO BRASIL PARA DESCOBRIRMOS QUEM TEM PROBLEMA NA TIREOIDE E QUEM TÁ MENTINDO 
0,1528413420000,08 06 2018,http://arthurpetry.com/podcastgen/?name=2018-06-07_08_06_2018.mp3,"A HUMANIDADE É VÍRUS, CHEGA DE SER HUMANO PELO AMOR DE DEUS"
1,1529073040000,15 06 2018,http://arthurpetry.com/podcastgen/?name=2018-06-15_15_06_2018.mp3,Arthur Petry
0,1529339520000,Especial Copa do Mundo 2018 #1,http://arthurpetry.com/podcastgen/?name=2018-06-18_especial_copa_do_mundo_1.mp3,Especial pós Brasil 1x1 Suíça 
0,1529681640000,22 06 2018,http://arthurpetry.com/podcastgen/?name=2018-06-22_22_06_2018.mp3,Pós Brasil 2x0 Costa Rica
0,1530289860000,29 06 2018,http://arthurpetry.com/podcastgen/?name=2018-06-29_29_06_2018.mp3,UM DIA ANTES DE COMEÇAR AS OITAVAS DA COPA
0,1530631080000,Especial Copa do Mundo 2018 #2,http://arthurpetry.com/podcastgen/?name=2018-07-03_especial_copa_do_mundo_2018_2.mp3,Pós Brasil 2x0 México
0,1530909420000,06 07 2018,http://arthurpetry.com/podcastgen/?name=2018-07-06_06_07_2018.mp3,Pós Brasil 1x2 Bélgica
0,1531505640000,13 07 2018,http://arthurpetry.com/podcastgen/?name=2018-07-13_13_07_2018.mp3,CHEGA DE VIZINHO DE MERDA
0,1532108160000,20 07 2018,http://arthurpetry.com/podcastgen/?name=2018-07-20_20_07_2018.mp3,Olha cara eu não faço a menor ideia do que eu falei aí 
0,1532698800000,27 07 2018,http://arthurpetry.com/podcastgen/?name=2018-07-27_27_07_2018.mp3,esse ficou bem ruim
0,1533294600000,03 08 2018,http://arthurpetry.com/podcastgen/?name=2018-08-03_03_08_2018.mp3,"Esse tá tão chato que eu vou te adiantar os assuntos que é pra tu nem apertar no play: Grêmio vs Flamengo, Roda Viva com o Bolsonaro e mais algum assunto chatíssimo que eu esqueci agora."
0,1533486540000,Birlcast #5,http://arthurpetry.com/podcastgen/?name=2018-08-05_birlcast_5.mp3,"Arthur Petry e Tiago Carvalho dão dicas de treino, nutrição e como manter o foco mesmo com as dificuldades que a vida nos apresenta!"
0,1533853560000,10 08 2018,http://arthurpetry.com/podcastgen/?name=2018-08-09_10_08_2018.mp3,"Não saber lutar, numerólogo e e-mails."
0,1534519680000,17 08 2018,http://arthurpetry.com/podcastgen/?name=2018-08-17_17_08_2018.mp3,infelizmente não tem descrição 
0,1535128260000,24 08 2018,http://arthurpetry.com/podcastgen/?name=2018-08-24_24_08_2018.mp3,PIOR PODCAST DO MÊS NEM PRECISA OUVIR 
0,1535733720000,31 08 2018,http://arthurpetry.com/podcastgen/?name=2018-08-31_31_08_2018.mp3,jair bolsonaro no jornal nacional isso não é um clickbait
0,1536282300000,07 09 2018,http://arthurpetry.com/podcastgen/?name=2018-09-06_07_09_2018.mp3,eu não falo sobre a facada no bolsonaro 
0,1536929400000,14 09 2018,http://arthurpetry.com/podcastgen/?name=2018-09-14_14_09_2018.mp3,"facada, cocô, museu, amazon prime, estômago, netflix"
0,1537530060000,21 09 2018,http://arthurpetry.com/podcastgen/?name=2018-09-21_21_09_2018.mp3,estou andando com um bife mal passado pelas ruas da cidade
0,1538132280000,28 09 2018,http://arthurpetry.com/podcastgen/?name=2018-09-28_28_09_2018.mp3,"Petry fala sobre orgasmo feminino, vaiar o Luan e eu não lembro mais o resto."
0,1538696760000,05 10 2018,http://arthurpetry.com/podcastgen/?name=2018-10-04_05_10_2018.mp3,insira um clickbait aqui
1,1539354600000,12 10 2018,http://arthurpetry.com/podcastgen/?name=2018-10-12_12_10_2018.mp3,"Petry tenta entender o que é corpus christi, fala mais alguma coisa que eu esqueci e outra coisa que eu esqueci"
0,1539955860000,19 10 2018,http://arthurpetry.com/podcastgen/?name=2018-10-19_19_10_2018.mp3,MUITO CHATO
0,1540556280000,26 10 2018,http://arthurpetry.com/podcastgen/?name=2018-10-26_26_10_2018.mp3,por mim já deu de escrever descrição
0,1541166540000,02 11 2018,http://arthurpetry.com/podcastgen/?name=2018-11-02_02_11_2018.mp3,"Crítica ao martelo, dia da eleição e Bressan"
0,1541586420000,07 11 2018,http://arthurpetry.com/podcastgen/?name=2018-11-07_07_11_2018.mp3,Podcast pré-shows em São Paulo
0,1542381600000,16 11 2018,http://arthurpetry.com/podcastgen/?name=2018-11-16_16_11_2018.mp3,Pós-shows em SP
0,1542925200000,23 11 2018,http://arthurpetry.com/podcastgen/?name=2018-11-22_23_11_2018.mp3,FUI PROCESSADO POR CAUSA DO PODCAST
0,1543235460000,26 11 2018,http://arthurpetry.com/podcastgen/?name=2018-11-26_26_11_2018.mp3,Segunda-feira especial.
0,1543584000000,30 11 2018,http://arthurpetry.com/podcastgen/?name=2018-11-30_30_11_2018.mp3,programinha burocrático pra cumprir tabela
0,1544187900000,07 12 2018,http://arthurpetry.com/podcastgen/?name=2018-12-07_07_12_2018.mp3,Petry fala sobre um monte de coisa que eu esqueci
0,1544792520000,14 12 2018,http://arthurpetry.com/podcastgen/?name=2018-12-14_14_12_2018.mp3,muito ruim esse nem ouve
0,1545388500000,21 12 2018,http://arthurpetry.com/podcastgen/?name=2018-12-21_21_12_2018.mp3,"PARA DE USAR ROSA E TERMINA O RELACIONAMENTO COM ESSA GORDA AÍ, MEU"
1,1545695640000,Especial de Natal 2018,http://arthurpetry.com/podcastgen/?name=2018-12-24_especial_natal_2018.mp3,"Tsunami na Indonésia, ceia de natal e Sandra Bullock"
1,1546034160000,28 12 2018,http://arthurpetry.com/podcastgen/?name=2018-12-28_28_12_2018.mp3,Último de 2018
0,1546300440000,Especial Ano Novo 18 pra 19,http://arthurpetry.com/podcastgen/?name=2018-12-31_especial_ano_novo_18_pra_19.mp3,Na verdade esse é o último de 2018
1,1546618440000,04 01 2019,http://arthurpetry.com/podcastgen/?name=2019-01-04_04_01_2019.mp3,Primeiro podcast de 2019
1,1547164260000,11 01 2019,http://arthurpetry.com/podcastgen/?name=2019-01-10_11_01_2019.mp3,vaaaaaaaaaaaaaaaaaaaaaaaaaai
1,1547819880000,18 01 2019,http://arthurpetry.com/podcastgen/?name=2019-01-18_18_01_2019.mp3,tá ruim nem ouve
1,1548371700000,25 01 2019,http://arthurpetry.com/podcastgen/?name=2019-01-24_25_01_2019.mp3,"Petry fala sobre a saúde de Tiago Carvalho, treinar de All Star e Batman"
1,1549041060000,01 02 2019,http://arthurpetry.com/podcastgen/?name=2019-02-01_01_02_2019.mp3,Pós-show em Curitiba
1,1549640700000,08 02 2019,http://arthurpetry.com/podcastgen/?name=2019-02-08_08_02_2019.mp3,"É muito absurdo tanto desastre acontecendo em 2019!!! Devemos cobrar das autoridades maior segurança, saúde e educação!!!!!!!!!!!!!!!!!!!!!"
1,1550240160000,15 02 2019,http://arthurpetry.com/podcastgen/?name=2019-02-15_15_02_2019.mp3,"""só tô tentando entender o que é a vida"""
1,1550856960000,22 02 2019,http://arthurpetry.com/podcastgen/?name=2019-02-22_22_02_2019.mp3,"Notícias sobre o processo, quebrar o dedão e uma ideia sensacional pra um filme"
1,1551452340000,01 03 2019,http://arthurpetry.com/podcastgen/?name=2019-03-01_01_03_2019.mp3,"Oi gentee!!!! Esse episódio está super especial!! Vamos ficar por dentro das melhores fantasias pra esse carnaval, afinal depilar ou não depilar a axila pra ficar com aquele boy e mais assuntos polêmicos! isso você só encontra aqui no podcast saco cheio!!"
1,1552063200000,08 03 2019,http://arthurpetry.com/podcastgen/?name=2019-03-08_08_03_2019.mp3,"Esse podcast é uma homenagem para todas as mulheres guerreiras, lutadoras, independentes e fortes! Sem elas nós não seríamos nada!"
1,1552646460000,15 03 2019,http://arthurpetry.com/podcastgen/?name=2019-03-15_15_03_2019.mp3,bom tá aí o podcast
